Category,Year,Labels,Feature,Usage
151-250,2022,managing a global multinational business,Compensation_Compensation,0
151-250,2022,performance management & optimization,Compensation_Compensation,0
151-250,2022,reduce legal compliance risks (ciso),Compensation_Compensation,0
151-250,2022,smart & effective workforce planning,Compensation_Compensation,0
151-250,2022,smart compensation management,Compensation_Compensation,0
151-250,2022,support company growth and scale up,Compensation_Compensation,0
151-250,2022,user-friendly platform,Compensation_Compensation,0
151-250,2023,autonomy and independence boost,Compensation_Compensation,0
151-250,2023,culture and diversity,Compensation_Compensation,0
151-250,2023,digital automation - improve operational cost efficiency,Compensation_Compensation,0
151-250,2023,drive data based decisions - people analytics,Compensation_Compensation,0
151-250,2023,employee growth and leadership development,Compensation_Compensation,0
151-250,2023,employee privacy and confidentiality control,Compensation_Compensation,0
151-250,2023,employee satisfaction,Compensation_Compensation,0
151-250,2023,enhance employee communication & engagement,Compensation_Compensation,0
151-250,2023,enhance employee experience,Compensation_Compensation,0
151-250,2023,ensure data integrity - system of record - single source of truth,Compensation_Compensation,0
151-250,2023,improve employee wellbeing and employee safety,Compensation_Compensation,0
151-250,2023,"improve talent acquisition (quality of hiring, time to hire, etc)",Compensation_Compensation,0
151-250,2023,improve talent retention,Compensation_Compensation,0
151-250,2023,increase hr productivity & efficiency,Compensation_Compensation,0
151-250,2023,learning & development programs,Compensation_Compensation,0
151-250,2023,managing a global multinational business,Compensation_Compensation,0
151-250,2023,performance management & optimization,Compensation_Compensation,0
151-250,2023,reduce legal compliance risks (ciso),Compensation_Compensation,0
151-250,2023,smart & effective workforce planning,Compensation_Compensation,0
151-250,2023,smart compensation management,Compensation_Compensation,0
151-250,2023,support company growth and scale up,Compensation_Compensation,0
151-250,2023,user-friendly platform,Compensation_Compensation,0
151-250,2024_25,autonomy and independence boost,Compensation_Compensation,0
151-250,2024_25,culture and diversity,Compensation_Compensation,0
151-250,2024_25,digital automation - improve operational cost efficiency,Compensation_Compensation,0
151-250,2024_25,drive data based decisions - people analytics,Compensation_Compensation,0
151-250,2024_25,employee growth and leadership development,Compensation_Compensation,0
151-250,2024_25,employee privacy and confidentiality control,Compensation_Compensation,0
151-250,2024_25,employee satisfaction,Compensation_Compensation,0
151-250,2024_25,enhance employee communication & engagement,Compensation_Compensation,0
151-250,2024_25,enhance employee experience,Compensation_Compensation,0
151-250,2024_25,ensure data integrity - system of record - single source of truth,Compensation_Compensation,0
151-250,2024_25,improve employee wellbeing and employee safety,Compensation_Compensation,0
151-250,2024_25,"improve talent acquisition (quality of hiring, time to hire, etc)",Compensation_Compensation,0
151-250,2024_25,improve talent retention,Compensation_Compensation,0
151-250,2024_25,increase hr productivity & efficiency,Compensation_Compensation,0
151-250,2024_25,learning & development programs,Compensation_Compensation,0
151-250,2024_25,managing a global multinational business,Compensation_Compensation,0
151-250,2024_25,performance management & optimization,Compensation_Compensation,0
151-250,2024_25,reduce legal compliance risks (ciso),Compensation_Compensation,0
151-250,2024_25,smart & effective workforce planning,Compensation_Compensation,0
151-250,2024_25,smart compensation management,Compensation_Compensation,0
151-250,2024_25,support company growth and scale up,Compensation_Compensation,0
151-250,2024_25,user-friendly platform,Compensation_Compensation,0
251-500,2021_and_less,autonomy and independence boost,Compensation_Compensation,0
251-500,2021_and_less,culture and diversity,Compensation_Compensation,0
251-500,2021_and_less,digital automation - improve operational cost efficiency,Compensation_Compensation,0
251-500,2021_and_less,drive data based decisions - people analytics,Compensation_Compensation,0
251-500,2021_and_less,employee growth and leadership development,Compensation_Compensation,0
251-500,2021_and_less,employee privacy and confidentiality control,Compensation_Compensation,0
251-500,2021_and_less,employee satisfaction,Compensation_Compensation,0
251-500,2021_and_less,enhance employee communication & engagement,Compensation_Compensation,0
251-500,2021_and_less,enhance employee experience,Compensation_Compensation,0
251-500,2021_and_less,ensure data integrity - system of record - single source of truth,Compensation_Compensation,0
251-500,2021_and_less,improve employee wellbeing and employee safety,Compensation_Compensation,0
251-500,2021_and_less,"improve talent acquisition (quality of hiring, time to hire, etc)",Compensation_Compensation,0
251-500,2021_and_less,improve talent retention,Compensation_Compensation,0
251-500,2021_and_less,increase hr productivity & efficiency,Compensation_Compensation,0
251-500,2021_and_less,learning & development programs,Compensation_Compensation,0
251-500,2021_and_less,managing a global multinational business,Compensation_Compensation,0
251-500,2021_and_less,performance management & optimization,Compensation_Compensation,0
251-500,2021_and_less,reduce legal compliance risks (ciso),Compensation_Compensation,0
251-500,2021_and_less,smart & effective workforce planning,Compensation_Compensation,0
251-500,2021_and_less,smart compensation management,Compensation_Compensation,0
251-500,2021_and_less,support company growth and scale up,Compensation_Compensation,0
251-500,2021_and_less,user-friendly platform,Compensation_Compensation,0
251-500,2022,autonomy and independence boost,Compensation_Compensation,0
251-500,2022,culture and diversity,Compensation_Compensation,0
251-500,2022,digital automation - improve operational cost efficiency,Compensation_Compensation,0
251-500,2022,drive data based decisions - people analytics,Compensation_Compensation,0
251-500,2022,employee growth and leadership development,Compensation_Compensation,0
251-500,2022,employee privacy and confidentiality control,Compensation_Compensation,0
251-500,2022,employee satisfaction,Compensation_Compensation,0
251-500,2022,enhance employee communication & engagement,Compensation_Compensation,0
251-500,2022,enhance employee experience,Compensation_Compensation,0
251-500,2022,ensure data integrity - system of record - single source of truth,Compensation_Compensation,0
251-500,2022,improve employee wellbeing and employee safety,Compensation_Compensation,0
251-500,2022,"improve talent acquisition (quality of hiring, time to hire, etc)",Compensation_Compensation,0
251-500,2022,improve talent retention,Compensation_Compensation,0
251-500,2022,increase hr productivity & efficiency,Compensation_Compensation,0
251-500,2022,learning & development programs,Compensation_Compensation,0
251-500,2022,managing a global multinational business,Compensation_Compensation,0
251-500,2022,performance management & optimization,Compensation_Compensation,0
251-500,2022,reduce legal compliance risks (ciso),Compensation_Compensation,0
251-500,2022,smart & effective workforce planning,Compensation_Compensation,0
251-500,2022,smart compensation management,Compensation_Compensation,0
251-500,2022,support company growth and scale up,Compensation_Compensation,0
251-500,2022,user-friendly platform,Compensation_Compensation,0
251-500,2023,autonomy and independence boost,Compensation_Compensation,0
251-500,2023,culture and diversity,Compensation_Compensation,0
251-500,2023,digital automation - improve operational cost efficiency,Compensation_Compensation,0
251-500,2023,drive data based decisions - people analytics,Compensation_Compensation,0
251-500,2023,employee growth and leadership development,Compensation_Compensation,0
251-500,2023,employee privacy and confidentiality control,Compensation_Compensation,0
251-500,2023,employee satisfaction,Compensation_Compensation,0
251-500,2023,enhance employee communication & engagement,Compensation_Compensation,0
251-500,2023,enhance employee experience,Compensation_Compensation,0
251-500,2023,ensure data integrity - system of record - single source of truth,Compensation_Compensation,0
251-500,2023,improve employee wellbeing and employee safety,Compensation_Compensation,0
251-500,2023,"improve talent acquisition (quality of hiring, time to hire, etc)",Compensation_Compensation,0
251-500,2023,improve talent retention,Compensation_Compensation,0
251-500,2023,increase hr productivity & efficiency,Compensation_Compensation,0
251-500,2023,learning & development programs,Compensation_Compensation,0
251-500,2023,managing a global multinational business,Compensation_Compensation,0
251-500,2023,performance management & optimization,Compensation_Compensation,0
251-500,2023,reduce legal compliance risks (ciso),Compensation_Compensation,0
251-500,2023,smart & effective workforce planning,Compensation_Compensation,0
251-500,2023,smart compensation management,Compensation_Compensation,0
251-500,2023,support company growth and scale up,Compensation_Compensation,0
251-500,2023,user-friendly platform,Compensation_Compensation,0
251-500,2024_25,autonomy and independence boost,Compensation_Compensation,0
251-500,2024_25,culture and diversity,Compensation_Compensation,0
251-500,2024_25,digital automation - improve operational cost efficiency,Compensation_Compensation,0
